Fecha,Acapulco,CDMX,Cancun,Chihuahua,Empalme,Guadalajara,Zacatecas,Mazatlan,Manzanillo,Monterrey,LaPaz,Tucson,Veracruz,Merida
01/01/1980,NA,11.77,NA,6.05,8.56,10.02,NA,14.05,24.95,11.57,NA,5.15,32.74,17.24
02/01/1980,NA,12.31,NA,5.1,11.44,14.22,NA,20.2,28.06,6.38,NA,8.87,27.71,16.26
03/01/1980,NA,10.63,NA,8.14,9.01,11.7,NA,19.99,20.82,22.5,NA,5.1,29.78,19.04
04/01/1980,NA,7.23,NA,5.46,10.05,NA,NA,22.77,20.25,8.44,NA,5.64,33.51,31.82
05/01/1980,NA,6.54,NA,5.39,9.87,4.33,NA,17.72,14.66,9.61,NA,4.66,24.17,13.16
06/01/1980,NA,7.4,NA,5.35,9.58,6.73,NA,18.07,19.64,11.14,NA,6.19,24.27,14.97
07/01/1980,NA,6.73,NA,5.57,8.55,12,NA,18.49,23.94,8.56,NA,7.29,19.58,24.06
08/01/1980,NA,12.45,NA,3.92,6.84,13.25,NA,22.01,20.57,13.45,NA,13.61,35.58,21.92
09/01/1980,NA,11.49,NA,7.17,10.43,11.27,NA,NA,19.03,10.34,NA,14.8,34.14,35.99
10/01/1980,NA,12.72,NA,12.61,23.43,6.85,NA,16.54,19.65,14.42,NA,17.74,28.65,40.42
11/01/1980,NA,7.04,NA,11.71,21.58,6.51,NA,18.04,16.17,NA,NA,23.81,24.7,30.82
12/01/1980,NA,8.27,NA,10.2,19.89,5,NA,18.34,24.28,18.59,NA,19.66,29.6,31.41
13/01/1980,NA,9.88,NA,15.12,NA,12.7,NA,19.8,22.43,9.55,NA,18.1,29.9,30.83
14/01/1980,NA,10.54,NA,12.09,22.03,11.52,NA,25.48,23.56,17.23,NA,20.98,28.45,33.4
15/01/1980,NA,10.9,NA,16.42,16.74,13.07,NA,20.11,NA,17.69,NA,13.86,20.81,32.09
16/01/1980,NA,12.33,NA,9.17,15.28,10.44,NA,15.85,21.18,20.44,NA,12.59,28.96,23.11
17/01/1980,NA,8.42,NA,8.19,12.44,11.71,NA,17.62,17.68,22.25,NA,10.89,38.04,43.52
18/01/1980,NA,10.69,NA,8.31,11.88,12.12,NA,14.36,24.54,17.46,NA,17.6,34.67,43.91
19/01/1980,NA,8.33,NA,8.29,23.74,13.26,NA,16.34,23.06,19.31,NA,14.02,38.34,36.38
20/01/1980,NA,15.5,NA,7.74,11.41,14.34,NA,24.02,27.71,19.18,NA,8.36,45.32,34.7
21/01/1980,NA,17.75,NA,12.16,11.27,22.73,NA,25.9,37.18,30.15,NA,13.92,42.85,33.24
22/01/1980,NA,16.3,NA,4.64,15.11,20.01,NA,25.27,40.74,NA,NA,13.88,37.94,32.61
23/01/1980,NA,21.69,NA,6.49,8.79,19.01,NA,20.72,47.22,6.42,NA,5.92,40.13,39
24/01/1980,NA,19.35,NA,4.23,9.94,24.41,NA,37.84,45.97,8.67,NA,3.13,28.23,30.49
25/01/1980,NA,15.95,NA,6.16,17.62,21.43,NA,22.55,41.92,NA,NA,3.91,33.53,NA
26/01/1980,NA,17.16,NA,6.37,10.8,11.15,NA,23.27,21.97,NA,NA,7.59,43.18,24.74
27/01/1980,NA,10.14,NA,5.91,10.2,8.69,NA,19.24,18.4,13.12,NA,7.31,31.15,41.51
28/01/1980,NA,7.45,NA,4.97,17.11,11.33,NA,20.7,22.83,13.8,NA,9.16,34.58,30.17
29/01/1980,NA,7.44,NA,NA,22,8.3,NA,15.62,21.18,19.48,NA,18.2,31.59,40.29
30/01/1980,NA,9.91,NA,11.27,25.29,10.3,NA,21.27,14.88,NA,NA,21.22,31.8,36.83
31/01/1980,NA,12.32,NA,18.85,29.95,11.2,NA,21.15,19.35,16.77,NA,24.26,29.32,28.89
01/02/1980,NA,12.4,NA,19.59,28.59,13.41,NA,22.03,20.87,18.93,NA,20.04,28.35,39.67
02/02/1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/02/1980,NA,9.3,NA,7.16,10.14,12.16,NA,25.4,18.57,12.11,NA,6.61,29.96,26.07
04/02/1980,NA,6.17,NA,8.61,12.12,8.21,NA,18.19,26.04,8.94,NA,6.91,20.33,20.93
05/02/1980,NA,4.78,NA,10.83,13.9,7.77,NA,NA,28.54,9.77,NA,8.16,20.32,16.02
06/02/1980,NA,6.64,NA,8.18,12.42,10.75,NA,NA,22.74,13.92,NA,10.94,26.77,23.75
07/02/1980,NA,6.87,NA,9.8,11.18,12.45,NA,17.34,NA,14.42,NA,6.78,24.83,19.27
08/02/1980,NA,8.95,NA,6.85,19.69,10.78,NA,26.71,23.2,8.65,NA,12.2,NA,NA
09/02/1980,NA,13.49,NA,6.78,9.11,14.1,NA,17.98,19.51,11.17,NA,9.68,33.13,41.19
10/02/1980,NA,13.43,NA,9.25,10.78,NA,NA,18.22,23.74,9.79,NA,4.93,29.35,31.35
11/02/1980,NA,8.46,NA,9.52,6.63,NA,NA,NA,29.49,20.38,NA,7.2,26.75,27.68
12/02/1980,NA,11.52,NA,8.52,15.31,17.54,NA,35.78,35.46,27.59,NA,6.11,30.65,29.7
13/02/1980,NA,16.86,NA,8.48,26.95,19.3,NA,25.8,41.91,24.81,NA,17.83,30.52,43.28
14/02/1980,NA,11.52,NA,11.45,24.08,13.67,NA,31.91,35.56,22.93,NA,22.25,37.34,35.23
15/02/1980,NA,8.37,NA,13.38,27.93,9.56,NA,25.27,27.59,6.4,NA,21.78,27.25,39.86
16/02/1980,NA,8.62,NA,7.9,20.86,12.96,NA,18.4,30.55,20.13,NA,14.19,16.38,31.46
17/02/1980,NA,9.06,NA,12.91,31.17,11.56,NA,29.52,26.49,15.67,NA,15.3,30.93,39.25
18/02/1980,NA,8.12,NA,11.39,22.94,9.7,NA,27.78,29.04,20.42,NA,16.59,29.31,39.27
19/02/1980,NA,13.93,NA,9.59,29.12,12.9,NA,28.7,29.38,12.42,NA,18.86,22.26,22.38
20/02/1980,NA,10.73,NA,7.26,18.58,11.95,NA,27.94,32.94,14.67,NA,12.55,23.55,23.6
21/02/1980,NA,7.35,NA,6,19.8,8.18,NA,16.54,33.12,11.47,NA,16.7,22.46,20.41
22/02/1980,NA,9.17,NA,7.63,18.3,12.34,NA,14.5,33.67,12.59,NA,8.18,NA,17.4
23/02/1980,NA,10.01,NA,9.77,11.21,13.86,NA,12.5,24.32,20.87,NA,7.26,22.75,20.38
24/02/1980,NA,11.37,NA,8.79,9.4,11.22,NA,12.73,23.3,21.45,NA,5.6,31.51,27.28
25/02/1980,NA,13.41,NA,8.34,6.5,14.31,NA,20.33,21.75,22.05,NA,5.6,33.4,31.88
26/02/1980,NA,11.77,NA,10.47,14.87,NA,NA,21.21,28.19,11.67,NA,5.22,31.74,33.71
27/02/1980,NA,11.72,NA,5.49,16.76,NA,NA,33.64,34.95,21.58,NA,6.04,27.47,24.12
28/02/1980,NA,15.47,NA,8.26,16.82,NA,NA,26.57,33.25,22.4,NA,5.75,33.98,30.65
29/02/1980,NA,12.32,NA,9.74,17.68,8.66,NA,24.45,18,19.58,NA,9.58,35.61,NA
01/03/1980,NA,6.17,NA,7.98,13.47,8.79,NA,23.4,11.57,NA,NA,7.48,25.53,35.37
02/03/1980,NA,10.37,NA,11.67,15.05,8.7,NA,17.4,15.18,12.96,NA,10.99,32.64,32.71
03/03/1980,NA,10.97,NA,10.81,18.72,11.91,NA,18.41,16.15,13.45,NA,12.01,21.37,16.58
04/03/1980,NA,11.65,NA,9.17,17.88,9.02,NA,17.04,20.83,8.93,NA,11.12,25.58,16.81
05/03/1980,NA,10.73,NA,5.93,9.78,12.93,NA,19.11,14.85,14.53,NA,8.9,25.34,23.76
06/03/1980,NA,14.8,NA,9.9,8.95,10.95,NA,25.69,15.93,21.78,NA,6.4,33.55,26.63
07/03/1980,NA,14.72,NA,6.08,11.37,9.5,NA,20.57,17.04,17.92,NA,13.84,25.81,27.52
08/03/1980,NA,13.88,NA,14.27,14.76,6.92,NA,19.5,20.68,21.17,NA,9.42,26.65,25.92
09/03/1980,NA,10.81,NA,15.02,13.32,13.02,NA,18.55,22.45,20.77,NA,7.44,30.24,12.9
10/03/1980,NA,12.35,NA,13.65,25.86,8.15,NA,20.07,23.58,18.68,NA,9.85,19.06,23.52
11/03/1980,NA,10.3,NA,10.55,29.21,9.82,NA,22.98,26.87,22.8,NA,17.95,30.99,21.7
12/03/1980,NA,13.42,NA,5.35,14.09,7.19,NA,26.27,26.87,16.84,NA,11.24,26.88,21.11
13/03/1980,NA,12.5,NA,7.35,10.1,7.62,NA,23.73,7.67,18.58,NA,6.37,28.68,27.9
14/03/1980,NA,12.36,NA,8.59,9.71,13.44,NA,16.57,18.49,11.93,NA,11.06,32.22,31.6
15/03/1980,NA,11.68,NA,9.43,8.04,18.2,NA,17.66,24.87,16.49,NA,7.58,34.1,24.63
16/03/1980,NA,10.24,NA,8.3,15.14,13.91,NA,29.14,30.33,22.86,NA,6.52,28.97,28.45
17/03/1980,NA,15.15,NA,5.1,8.86,10.24,NA,24.95,22.77,NA,NA,7.33,27.74,23.91
18/03/1980,NA,16.86,NA,10.62,7.61,15.15,NA,28.4,18.27,18.32,NA,4.93,34.45,28.09
19/03/1980,NA,14.15,NA,3.09,12.4,11.79,NA,29.44,21.66,20.44,NA,14.38,25.7,25.4
20/03/1980,NA,16.08,NA,7.38,9.38,15.03,NA,28.61,25.09,24.65,NA,8.06,38.31,24.44
21/03/1980,NA,14.27,NA,6.65,9.93,11.42,NA,34.33,28.47,15.68,NA,7.09,NA,36.67
22/03/1980,NA,16.21,NA,6.79,20.21,19.59,NA,32.7,23.62,19.72,NA,7.4,30.76,31.37
23/03/1980,NA,14.88,NA,6.9,9.67,9.89,NA,35.11,31.28,16.04,NA,10.13,29.72,21.01
24/03/1980,NA,14.36,NA,6.79,12.59,13.78,NA,23.41,24.61,15.86,NA,7.51,20.59,23.09
25/03/1980,NA,15.34,NA,10.87,13.02,14.18,NA,33.43,19.66,19.33,NA,6.14,39.42,27.67
26/03/1980,NA,12.08,NA,3.69,12.27,10.69,NA,NA,22.5,29.81,NA,11.57,41.18,29.44
27/03/1980,NA,8.25,NA,NA,8.7,22.77,NA,NA,30.63,30.85,NA,13.33,46.57,27.67
28/03/1980,NA,11.74,NA,2.76,9.52,14.97,NA,20.16,27.26,11.55,NA,10.29,25.55,17.4
29/03/1980,NA,13.17,NA,4.08,6.11,19.96,NA,18.51,24.78,19.32,NA,6.06,29.44,25
30/03/1980,NA,16.09,NA,4.33,6.73,13.92,NA,17.82,14.07,9.05,NA,4.45,36.01,49.77
31/03/1980,NA,13.24,NA,2.51,7.59,19.7,NA,14.36,23.27,17.62,NA,7.39,38.51,45.76
01/04/1980,NA,13.59,NA,2.35,11.48,16.4,NA,16.33,23.8,18.09,NA,5.51,34.59,NA
02/04/1980,NA,11.43,NA,4.22,13.21,16.78,NA,8.77,18.02,NA,NA,7.28,32.27,30.24
03/04/1980,NA,12.97,NA,3.96,7.47,13.38,NA,12.38,22.08,NA,NA,8.92,30.72,29.13
04/04/1980,NA,15.1,NA,6.52,12.08,13.31,NA,42.52,18.49,NA,NA,7.15,NA,23.6
05/04/1980,NA,17.26,NA,NA,13.53,NA,NA,18.9,28.84,24.91,NA,6.33,39.22,33.3
06/04/1980,NA,18.9,NA,5.83,7.31,NA,NA,25.35,33.83,27.66,NA,7.5,38.35,31.02
07/04/1980,NA,18.91,NA,5.08,7.16,NA,NA,21.34,NA,29.01,NA,7.57,NA,21.87
08/04/1980,NA,15.13,NA,3.61,9.72,13.17,NA,11.51,25.28,17.29,NA,6.36,24.35,24.97
09/04/1980,NA,21.66,NA,7.1,9.9,17.13,NA,11.94,16.75,20.8,NA,4.51,39.91,36.06
10/04/1980,NA,16.87,NA,8.78,11.5,12.39,NA,12.67,14.9,17.47,NA,5.75,24.76,NA
11/04/1980,NA,13.2,NA,5.54,7.77,10.45,NA,9.44,36.25,21.91,NA,6.3,42.83,36.64
12/04/1980,NA,13.9,NA,6.25,11.48,11.1,NA,15.44,22.59,14.28,NA,6.61,39.11,21.35
13/04/1980,NA,9.62,NA,6.65,9.72,6.16,NA,19.72,19.42,15.18,NA,9.24,35.63,35.65
14/04/1980,NA,7,NA,4.27,10.37,5.75,NA,13.68,15.3,6.83,NA,6.06,29.93,32.88
15/04/1980,NA,10.28,NA,7.11,10.47,7.19,NA,15.86,17.88,6.36,NA,6.64,29.8,24.02
16/04/1980,NA,13.43,NA,8.87,11.06,NA,NA,12.44,26.78,NA,NA,6.95,33.03,20.43
17/04/1980,NA,14.39,NA,8.46,10.2,9.36,NA,11.19,21.54,18.74,NA,6.18,32.35,27.13
18/04/1980,NA,12.84,NA,9.5,14.3,17.4,NA,36.35,20.21,23.06,NA,5.09,44.5,20.27
19/04/1980,NA,18.67,NA,11.27,14.55,22.35,NA,18.77,19.84,21.81,NA,7.11,30.36,36.05
20/04/1980,NA,16.08,NA,16.09,13.82,34.53,NA,27.73,28.45,20.27,NA,9.46,22.26,19.7
21/04/1980,NA,15.75,NA,18.27,12.77,23.25,NA,29.28,30.23,31.95,NA,16.45,25.34,17.24
22/04/1980,NA,20.66,NA,14.06,11.04,25.27,NA,26.12,NA,29.4,NA,10.82,29.42,23.53
23/04/1980,NA,15.88,NA,8.39,11.5,13.5,NA,21.11,27.87,26,NA,7.92,31.81,NA
24/04/1980,NA,13.39,NA,6,14.72,NA,NA,14.59,NA,20.16,NA,10.21,27.69,25.83
25/04/1980,NA,12.25,NA,5.14,10.78,6.32,NA,11.49,22.87,NA,NA,9.07,28.53,24.51
26/04/1980,NA,5.83,NA,8.26,7.44,11.67,NA,11.68,13.47,14.65,NA,11.37,35.37,46.39
27/04/1980,NA,9.99,NA,9.79,12.55,13.59,NA,12.93,19.13,15.6,NA,11.1,32.01,46.23
28/04/1980,NA,13.09,NA,9.48,25.97,12.99,NA,21.55,NA,22.56,NA,8.7,37.24,23.62
29/04/1980,NA,17.96,NA,9.1,19.66,13.63,NA,27.46,27.83,24.41,NA,13.6,41.17,40.41
30/04/1980,NA,14.85,NA,10.04,NA,22.34,NA,42.55,57.13,34.19,NA,14.85,44.85,31.74
01/05/1980,NA,11.5,NA,11.51,18.35,25.13,NA,32.26,45.11,16.38,NA,17.73,37.8,30.6
02/05/1980,NA,19.17,NA,9.06,13.68,12.39,NA,27.03,39.42,31.52,NA,14.62,37.77,41.15
03/05/1980,NA,21.64,NA,6.69,15.96,14.41,NA,20.2,42.55,32.49,NA,13.82,40.64,38.69
04/05/1980,NA,21.46,NA,12.36,10.28,19.79,NA,17.86,41.44,36.52,NA,15.13,33.74,30.44
05/05/1980,NA,17.25,NA,58.86,9.94,13.75,NA,15.85,23.33,28.99,NA,12.24,43.36,32.01
06/05/1980,NA,16.69,NA,10.41,11.35,16.19,NA,21.77,40.09,28.77,NA,12.06,41.61,35.65
07/05/1980,NA,18.63,NA,11.09,18.4,21.87,NA,25.35,38.6,25.8,NA,14.91,33.78,36.8
08/05/1980,NA,18.91,NA,7,19.09,23.3,NA,18.66,43.71,31.6,NA,9.43,41.25,24.24
09/05/1980,NA,20.59,NA,11.74,13.84,9.41,NA,31.56,32.02,22.36,NA,7.98,53.64,48.1
10/05/1980,NA,20.35,NA,4.91,13.88,18.71,NA,25.28,21.87,22.06,NA,6.36,37.15,33.28
11/05/1980,NA,20.56,NA,10.41,19.19,19.05,NA,25.88,25.82,20.7,NA,7.54,42.02,26.14
12/05/1980,NA,23.68,NA,12.53,10.86,23.6,NA,32.46,21.03,NA,NA,7.48,40,29.53
13/05/1980,NA,24.38,NA,7.36,7.52,25.79,NA,24.54,35.43,36.1,NA,7.58,37.29,30.05
14/05/1980,NA,20.34,NA,6.81,12,18.96,NA,19.18,25.72,42.44,NA,9.29,36.21,27.41
15/05/1980,NA,16.71,NA,9.58,12.37,22.07,NA,15.31,29.56,29.33,NA,13.66,49.74,34.84
16/05/1980,NA,13.36,NA,8.22,14.36,7.11,NA,15.82,28.68,14.4,NA,15.95,48.84,34.54
17/05/1980,NA,19.04,NA,6.22,9.4,5.58,NA,21.91,NA,30.68,NA,13.86,41.6,31.38
18/05/1980,NA,19.46,NA,10.97,8.96,9.08,NA,20.15,20.49,27.37,NA,13.06,44.06,21.16
19/05/1980,NA,NA,NA,17.58,10.44,26.91,NA,15.94,28.37,28.7,NA,11.81,50.4,29.54
20/05/1980,NA,22.46,NA,21.29,11.15,14.86,NA,16.88,39.36,34.61,NA,16.55,43.17,32.92
21/05/1980,NA,18.74,NA,17.11,14.43,NA,NA,18.78,37.93,37.25,NA,NA,44.01,36.03
22/05/1980,NA,18.15,NA,16.44,12.33,9.34,NA,13.09,30.66,31.73,NA,16.02,41.47,40.04
23/05/1980,NA,NA,NA,7.41,13.51,15.25,NA,24.66,NA,26.54,NA,8.93,36.46,44.27
24/05/1980,NA,20.19,NA,11.92,18.3,21.9,NA,25.43,43.74,25.69,NA,8.82,33.65,32.5
25/05/1980,NA,20.2,NA,7.76,8.51,16.53,NA,23.02,30.92,23.96,NA,4.3,37.97,26.95
26/05/1980,NA,19.12,NA,8.44,9.26,22.61,NA,43.75,38.55,29.87,NA,7.87,45.78,32.48
27/05/1980,NA,23.47,NA,17.8,18.07,23.02,NA,42.89,30.32,40.31,NA,6.58,62.63,32.02
28/05/1980,NA,19.58,NA,9.56,11.92,25.72,NA,33.77,38.15,41.44,NA,8.86,32.84,29.7
29/05/1980,NA,18.39,NA,9.21,12.71,24.13,NA,43.09,45.75,30.09,NA,7.52,30.8,33.43
30/05/1980,NA,11.04,NA,6.5,12.87,18.99,NA,36.48,52.4,27.77,NA,5.26,31.73,32.73
31/05/1980,NA,14.38,NA,12.3,10.05,17.11,NA,45.77,43.84,26.09,NA,4.81,38.02,36.1
01/06/1980,NA,3.62,NA,20.45,28.15,NA,NA,NA,35.38,23.94,NA,9.46,35.34,32.93
02/06/1980,NA,NA,NA,17.21,23.33,20.81,NA,40.11,40.8,22.06,NA,7.04,35.28,46.86
03/06/1980,NA,17.6,NA,15.2,28.42,21.76,NA,34.64,39.16,26.42,NA,8.11,44.31,51.9
04/06/1980,NA,23.1,NA,19.76,11.21,23.5,NA,34.34,41.67,34.28,NA,NA,54.56,56.75
05/06/1980,NA,NA,NA,NA,13.59,NA,NA,NA,57.66,25.9,NA,9.04,NA,NA
06/06/1980,NA,24.88,NA,16.2,11.43,29.54,NA,47.1,48.94,29.95,NA,6.69,61.71,34.7
07/06/1980,NA,17.13,NA,30.4,22.39,30.81,NA,53.24,51.19,32.5,NA,8.12,43.44,25.11
08/06/1980,NA,9.52,NA,26.05,26.38,28.97,NA,58.13,55.45,22.14,NA,11.72,31.71,24.02
09/06/1980,NA,7,NA,25.5,24.49,10.11,NA,46.93,38.47,39.91,NA,13.2,37.99,48.33
10/06/1980,NA,8.03,NA,25.35,NA,16.24,NA,56.3,NA,49.13,NA,16.13,37.15,52.61
11/06/1980,NA,9.73,NA,25.14,18.31,27.52,NA,46.32,50.94,35.42,NA,7.51,38.78,54.85
12/06/1980,NA,11.81,NA,25.15,18.07,28.52,NA,40.67,56.1,31.7,NA,10.38,40.5,54.08
13/06/1980,NA,10.15,NA,19.56,20.83,18.37,NA,35.73,49.74,30.06,NA,8.53,40.91,44.74
14/06/1980,NA,14.89,NA,NA,25.26,NA,NA,NA,53.05,31.53,NA,13.21,NA,NA
15/06/1980,NA,14.17,NA,15.33,26.35,NA,NA,43.85,45.42,26.39,NA,12.24,49.48,46.29
16/06/1980,NA,14.32,NA,15.93,25.77,NA,NA,47.95,56.57,30.67,NA,10.21,55.92,52.2
17/06/1980,NA,22.22,NA,17.71,29.48,NA,NA,25.28,45.63,26.49,NA,13.73,57.41,55.54
18/06/1980,NA,20.53,NA,17.73,36.48,NA,NA,50.1,49.37,27.05,NA,19.53,54.82,56.89
19/06/1980,NA,24.04,NA,12.81,45.63,NA,NA,52.04,43.73,23.35,NA,22.6,56.76,50.6
20/06/1980,NA,25.67,NA,14.6,42.7,35.71,NA,59.44,54.79,NA,NA,17.36,59.23,40.4
21/06/1980,NA,26.86,NA,25.65,42.84,31.59,NA,49.36,53.24,30.6,NA,16.91,58.26,42.15
22/06/1980,NA,30.19,NA,26.24,36.39,36.32,NA,55.35,57.45,30,NA,19.36,57.42,43.39
23/06/1980,NA,23.32,NA,46.24,47.06,33.08,NA,61.76,65.25,24.48,NA,14.17,57.7,44.22
24/06/1980,NA,21.3,NA,22.64,47.53,33.72,NA,58.88,59.66,36.59,NA,18.95,55.14,51.26
25/06/1980,NA,21.17,NA,21.59,51.05,28.3,NA,62.06,61.81,33.34,NA,18.32,54.49,50.76
26/06/1980,NA,23.02,NA,23.56,48.38,24.56,NA,54.16,62.13,37.25,NA,20.19,53.2,30.42
27/06/1980,NA,20.64,NA,19.61,52.69,40.51,NA,52.67,52.68,28.19,NA,20.4,54.73,34.5
28/06/1980,NA,23.61,NA,15.3,48.42,15.43,NA,56.19,54.11,28.28,NA,20.74,50.57,47.98
29/06/1980,NA,20.28,NA,15.52,31.77,27.66,NA,53.24,NA,30.36,NA,24.97,43.74,47.87
30/06/1980,NA,21.28,NA,19.39,49.3,26.41,NA,44.7,45.13,36.29,NA,26.09,56.42,31.25
01/07/1980,NA,14.36,NA,23.42,73,31.19,NA,47.81,68,33.1,NA,32.39,45.43,43.13
02/07/1980,NA,NA,NA,28.59,44.19,25.62,NA,48.8,47.78,19.56,NA,29.49,33.59,33.09
03/07/1980,NA,8.84,NA,24.4,38.05,16.48,NA,41.22,43.73,29.76,NA,13.82,37.43,42.5
04/07/1980,NA,18.33,NA,22.49,48.28,27.68,NA,45.33,45.35,31.13,NA,15.08,48.07,42.08
05/07/1980,NA,21.61,NA,20.26,39.84,27.23,NA,NA,47.18,30.84,NA,NA,42,36.56
06/07/1980,NA,15.52,NA,24.91,47.71,32.8,NA,57.3,49.35,31.42,NA,27.97,49.45,62.78
07/07/1980,NA,20.99,NA,28.77,39.73,26.64,NA,62.8,54.1,41.86,NA,33.19,54.85,41.41
08/07/1980,NA,22.46,NA,27.48,37.97,30.34,NA,57.62,52.35,37.48,NA,23.43,NA,41
09/07/1980,NA,22.2,NA,30.65,48.87,29.17,NA,62.99,56.84,36.7,NA,26,38.06,47.39
10/07/1980,NA,17.89,NA,29.49,56.36,27.17,NA,49.44,46.91,28.26,NA,35.78,52.65,46.93
11/07/1980,NA,21.8,NA,19.76,45.43,33.64,NA,54.78,43.75,28.45,NA,27.88,35.45,34.08
12/07/1980,NA,14.46,NA,30.3,NA,26.77,NA,58.71,45.04,36.09,NA,30.91,32.45,44.14
13/07/1980,NA,15.62,NA,37.19,50.46,19.33,NA,NA,43.4,28.42,NA,39.78,41.66,50.75
14/07/1980,NA,20.98,NA,29.12,41.19,29.13,NA,35.29,56.82,33.57,NA,31.02,51.93,34.64
15/07/1980,NA,21.42,NA,27.12,50.03,32.48,NA,49.24,60.33,37.92,NA,22.96,47.14,31.72
16/07/1980,NA,18.03,NA,26.48,53.97,32.04,NA,52.73,52.1,33.9,NA,25.61,43.25,21.91
17/07/1980,NA,19.04,NA,21.33,51.87,28.14,NA,59.53,NA,23.61,NA,24.53,42.18,35.14
18/07/1980,NA,23.46,NA,16.19,50.54,24.48,NA,56.34,55.8,32.89,NA,28.67,51.83,38.27
19/07/1980,NA,24.38,NA,20.66,55.07,32.14,NA,65.61,55.03,35.11,NA,39.93,47.75,33.51
20/07/1980,NA,24.01,NA,21.7,57.45,32.57,NA,59.7,46.91,51.28,NA,30.44,48.75,37.87
21/07/1980,NA,22.74,NA,23.91,53.9,29.41,NA,NA,60.19,46.3,NA,35.46,44.21,31.97
22/07/1980,NA,17.04,NA,27.08,45.01,33.44,NA,61.94,58.51,48.15,NA,33.18,47.91,52.73
23/07/1980,NA,14.99,NA,31.87,53.29,30.79,NA,57.45,55.43,51.12,NA,32.57,46.4,52.81
24/07/1980,NA,21.35,NA,28.54,55.6,34.61,NA,59.47,61.19,30.9,NA,32.49,52.06,47.37
25/07/1980,NA,23.69,NA,19.58,49.32,32.31,NA,52.31,58.94,29.15,NA,31.76,51.61,46.1
26/07/1980,NA,23.05,NA,21.15,55.38,27.99,NA,88.01,63.16,35.91,NA,31.72,46.85,44.31
27/07/1980,NA,30.62,NA,21.42,55.43,31.42,NA,54.09,62.12,39.43,NA,34.12,50.13,34.86
28/07/1980,NA,17.02,NA,29.81,59.72,33.02,NA,54.72,21.07,37.39,NA,29.84,43.04,21.05
29/07/1980,NA,18.68,NA,26.94,58.12,25.47,NA,56.23,55.3,26.8,NA,38.77,53.25,19.89
30/07/1980,NA,20.03,NA,21.66,58.7,30.83,NA,NA,60.64,31.1,NA,41.39,53.48,28.55
31/07/1980,NA,13.72,NA,NA,52.51,30.4,NA,62.13,56.05,NA,NA,32.74,52.06,36.17
01/08/1980,NA,21.9,NA,17.36,50.07,28.86,NA,56.85,57.42,25.65,NA,30.85,57.71,38.91
02/08/1980,NA,NA,NA,20.2,56.46,34.67,NA,57.94,62.76,30.85,NA,32.91,49.23,30.47
03/08/1980,NA,22.04,NA,22.53,45.18,26.61,NA,67.48,NA,NA,NA,38.53,41.63,35.11
04/08/1980,NA,21.85,NA,24.7,43.01,20.97,NA,44.75,59.4,38.71,NA,35.96,55.83,44.52
05/08/1980,NA,16.99,NA,NA,NA,24.35,NA,58.38,NA,33.43,NA,37.69,NA,NA
06/08/1980,NA,23.07,NA,18.61,42.34,21.7,NA,52.44,56.29,34.72,NA,30.31,57.66,NA
07/08/1980,NA,23.86,NA,21.85,46.42,36.32,NA,58.14,63.01,46.25,NA,27.18,55.49,44.42
08/08/1980,NA,23.95,NA,24.23,50.92,34.17,NA,57.14,54.81,39.35,NA,37.73,54.6,60.72
09/08/1980,NA,21.67,NA,24.79,53.9,30.77,NA,62.63,50.96,45.55,NA,34.22,45.47,46.88
10/08/1980,NA,NA,NA,NA,NA,32.68,NA,NA,NA,NA,NA,35.44,NA,31.9
11/08/1980,NA,23.78,NA,28.93,55.14,30.91,NA,64.37,52.71,49.8,NA,37.64,53.08,38.25
12/08/1980,NA,20.59,NA,34.34,55.12,34.31,NA,NA,64.88,51.35,NA,28.42,50.4,46.56
13/08/1980,NA,20.71,NA,NA,64.95,31.8,NA,64.17,61.82,32.73,NA,49.07,53.15,57.58
14/08/1980,NA,24.7,NA,30.8,49.91,33.06,NA,NA,20.24,40.54,NA,43.56,56.83,45.76
15/08/1980,NA,25.42,NA,NA,47.22,31.45,NA,60.29,54.42,39.86,NA,32.51,58.18,38.67
16/08/1980,NA,21.08,NA,NA,35.63,34.18,NA,NA,78.65,70.54,NA,22.34,52.73,34.37
17/08/1980,NA,25.03,NA,35.25,44.35,30.77,NA,59.17,56.56,41.32,NA,14.46,53.7,26.12
18/08/1980,NA,25.17,NA,38.69,56.85,33.79,NA,63.03,58.86,37.07,NA,17.61,51.25,40.84
19/08/1980,NA,20.5,NA,32.49,36.64,34.1,NA,60.97,59.35,44.58,NA,25.19,48.69,23.32
20/08/1980,NA,16.98,NA,NA,50.44,31.93,NA,58.35,NA,30.59,NA,26.65,35.66,42.23
21/08/1980,NA,16.53,NA,32.86,44.62,30.68,NA,59.18,54.2,31.17,NA,17.27,48.4,49.77
22/08/1980,NA,16.02,NA,29.06,55.21,30.47,NA,50.47,60.4,31.36,NA,23.69,56.93,44.03
23/08/1980,NA,17.83,NA,34.87,48.17,23.62,NA,52.81,54.56,40.6,NA,41.85,42.77,45.74
24/08/1980,NA,19.86,NA,29.52,54.83,24.05,NA,50.77,62.19,37.94,NA,39.69,49.55,46.38
25/08/1980,NA,22.6,NA,34.24,51.34,33.55,NA,60.47,58.4,27.1,NA,30.25,48.66,48.91
