Fecha,Acapulco,CDMX,Cancun,Chihuahua,Empalme,Guadalajara,Zacatecas,Mazatlan,Manzanillo,Monterrey,LaPaz,Tucson,Veracruz,Merida
11/03/1987,NA,8.79,NA,9.53,13.79,NA,NA,23.35,18.39,NA,NA,9.44,43.69,36.3
12/03/1987,NA,11.25,NA,10.64,11.07,13.86,NA,18.63,23.55,8.3,NA,6.43,38.05,41.6
13/03/1987,NA,15.92,NA,8.72,10.96,11.95,NA,24.28,26.08,10.02,NA,8.45,43.35,28.89
14/03/1987,NA,17.5,NA,3.19,13.56,17.55,NA,23.21,28.27,24.17,NA,7.67,NA,13.27
15/03/1987,NA,12.96,NA,4.26,15.87,6.16,NA,15.69,27.54,12.82,NA,7.96,37.2,24.06
16/03/1987,NA,21.44,NA,5.65,13.1,NA,NA,21.88,17.1,22.38,NA,9.89,45.33,30.44
17/03/1987,NA,6.75,NA,5.15,10.64,NA,NA,26.32,22.84,18.56,NA,10.83,39.56,20.83
18/03/1987,NA,6.97,NA,4.57,10.72,7.24,NA,NA,18.07,13.12,NA,7.52,40.52,30.62
19/03/1987,NA,10.9,NA,7.04,14.11,NA,NA,36.55,21.03,18.04,NA,8.21,32.05,46.51
20/03/1987,NA,9.65,NA,4.48,17.86,26.12,NA,21.04,32.29,25.53,NA,11.41,37.38,25.41
21/03/1987,NA,NA,NA,5.24,9.73,15.93,NA,21.58,26.17,16.37,NA,7.7,23.41,47.97
22/03/1987,NA,NA,NA,5.23,9.82,17.27,NA,22.65,21.02,25.81,NA,11.39,42.58,36.55
23/03/1987,NA,9.46,NA,2.48,7.11,11.19,NA,14.92,21.22,11.32,NA,6.34,39.47,41.36
24/03/1987,NA,7.35,NA,4.94,6.98,11.27,NA,24.89,20.31,13.52,NA,9.1,NA,40.89
25/03/1987,NA,10.57,NA,2.98,16.66,18.84,NA,20.11,NA,21.06,NA,11.91,33.17,50.67
26/03/1987,NA,11.97,NA,5.92,12.81,11.56,NA,16.66,21.34,NA,NA,9.99,46.82,35.48
27/03/1987,NA,14.76,NA,7.5,7.64,18.05,NA,10.11,23.65,17.52,NA,3.56,38.44,36.39
28/03/1987,NA,17.63,NA,3.82,4.83,11.89,NA,25.39,25.33,20.89,NA,4.69,NA,49.21
29/03/1987,NA,14.11,NA,4.28,4.31,12.41,NA,13.55,20.88,24.13,NA,4.14,39.06,33.64
30/03/1987,NA,10.4,NA,5.29,4.93,6.03,NA,12.02,23.71,9.47,NA,3.42,42.95,31.28
31/03/1987,NA,14.61,NA,4.4,12.55,5.33,NA,20.35,16.47,5.32,NA,3.33,25.57,27.23
01/04/1987,NA,11.66,NA,3.52,8.95,11.7,NA,11.44,NA,12.39,NA,5.89,27.76,19.12
02/04/1987,NA,9.62,NA,3.16,9.79,10.33,NA,18.01,13.16,20.16,NA,3.36,33.09,22.11
03/04/1987,NA,10.69,NA,6.8,9.51,8.04,NA,12.49,15.98,14.44,NA,4.56,42.23,34.34
04/04/1987,NA,7.31,NA,4.39,14.18,8.2,NA,9.93,14.12,16.73,NA,12.83,31.48,37.55
05/04/1987,NA,8.41,NA,7.15,8.08,12.43,NA,17.47,11.79,16.13,NA,9.38,37.89,37.06
06/04/1987,NA,NA,NA,10.7,14.99,8.6,NA,NA,16.49,23.52,NA,10.24,41.43,37.43
07/04/1987,NA,6.65,NA,13.47,18.09,8.29,NA,23.8,31.02,19.46,NA,14.06,37.07,41.74
08/04/1987,NA,14.18,NA,12.12,12.57,13.03,NA,22.19,25.96,18.83,NA,8.81,43.18,40.72
09/04/1987,NA,17.15,NA,13.81,19.86,10.05,NA,29.01,20.04,17.62,NA,6.45,39.32,39.08
10/04/1987,NA,14.01,NA,7.77,13.92,12.06,NA,14.44,18.42,20.05,NA,8.25,37.99,40.85
11/04/1987,NA,10.51,NA,9.16,15.54,14.53,NA,14.63,21.03,26.49,NA,8.09,47.13,45.28
12/04/1987,NA,11.44,NA,6.81,16.19,18.68,NA,20.25,34.18,23.5,NA,10.09,45.62,39.71
13/04/1987,NA,13.99,NA,6.22,9.57,15.2,NA,12.18,28.17,NA,NA,3.11,NA,31.66
14/04/1987,NA,20.63,NA,6.9,7.86,12.57,NA,16.34,22.07,13.74,NA,3.95,NA,49.33
15/04/1987,NA,19.39,NA,4.77,11.87,15.36,NA,14.94,29.46,NA,NA,5.47,NA,43.5
16/04/1987,NA,23.73,NA,5.48,20.11,16.85,NA,23.79,24.89,9.45,NA,5.66,33.5,13.87
17/04/1987,NA,NA,NA,6.84,9.77,13.63,NA,13.81,19.63,NA,NA,5.11,35.29,NA
18/04/1987,NA,12.13,NA,4.5,12.95,11.76,NA,23.77,28.13,NA,NA,6.02,40.16,18.79
19/04/1987,NA,77.69,NA,15.46,33.04,15.39,NA,33.07,23.13,23.32,NA,26.96,43.03,20.55
20/04/1987,NA,17.82,NA,15.72,25.76,18.02,NA,33.58,29.11,45.22,NA,12.07,50.09,24.51
21/04/1987,NA,18.73,NA,21.51,25.37,23.22,NA,33.17,28.14,45.72,NA,17.26,2.19,22.7
22/04/1987,NA,20.13,NA,17.65,27.5,20.45,NA,15.88,34.14,32.33,NA,18.91,31.16,30.25
23/04/1987,NA,NA,NA,18.5,31.3,10.58,NA,20.18,NA,18.37,NA,12.76,35.83,34.29
24/04/1987,NA,14.03,NA,17.84,19.71,8.66,NA,22.56,17.24,NA,NA,12.56,39.78,30.16
25/04/1987,NA,16.89,NA,21.79,21.28,8.86,NA,19.45,17.44,32.19,NA,19.68,42.98,29.34
26/04/1987,NA,15.13,NA,21.98,17.01,11.87,NA,18.16,17.66,33.84,NA,18.31,41.71,28.44
27/04/1987,NA,17.18,NA,21.68,17.75,17.87,NA,16.41,18.34,NA,NA,16.56,NA,25.17
28/04/1987,NA,NA,NA,16.61,16.09,21.18,NA,18.35,18.38,27.82,NA,18.78,31,25.37
29/04/1987,NA,18.78,NA,18.89,17.07,23.88,NA,13.73,25.65,31.64,NA,21.22,NA,24.1
30/04/1987,NA,14.76,NA,15.84,23.01,8.29,NA,21.09,14.66,29.05,NA,23.9,37.04,35.42
01/05/1987,NA,9.87,NA,13.92,16.77,10.92,NA,19.19,33.69,19.51,NA,12.92,43.92,28.05
02/05/1987,NA,9.6,NA,7.8,21.93,11.01,NA,18.83,19.56,NA,NA,12.31,46.78,30.97
03/05/1987,NA,12.2,NA,9.92,14.23,7.13,NA,21.12,12.53,25.77,NA,15.25,41.83,31.32
04/05/1987,NA,10.44,NA,13.27,15.15,7.65,NA,NA,15.42,29.12,NA,6.04,NA,32.14
05/05/1987,NA,14.2,NA,17.03,18.08,17.8,NA,17.13,16.9,32.89,NA,11.3,NA,28.24
06/05/1987,NA,12.57,NA,22.1,13.28,NA,NA,22.95,20.9,32.53,NA,17.84,44,27.26
07/05/1987,NA,18.9,NA,23.48,11.98,18.46,NA,16.31,24.43,31.63,NA,22.21,50.3,36.29
08/05/1987,NA,14.98,NA,21.96,29.02,21.69,NA,23.27,19.58,28.43,NA,18.88,49.34,42.72
09/05/1987,NA,20.22,NA,17.73,24.54,17.96,NA,22.72,20.41,24.52,NA,21.46,45.92,36.81
10/05/1987,NA,14.77,NA,19.74,22.81,NA,NA,17.21,30.21,NA,NA,19.79,42.83,40.19
11/05/1987,NA,16.64,NA,14.92,20.87,15.88,NA,23.29,26.04,36.78,NA,22.81,45.11,33.75
12/05/1987,NA,16.63,NA,14.14,27.32,19.44,NA,36.23,29.65,29.88,NA,17.54,32.34,31.92
13/05/1987,NA,21.51,NA,9.71,19.78,NA,NA,32.65,47,38.12,NA,18.42,37.39,33.21
14/05/1987,NA,15.59,NA,16.09,17.81,18.69,NA,76.58,21.99,31.58,NA,18.66,42.13,31.37
15/05/1987,NA,15.44,NA,9.96,18.58,19.18,NA,27.28,25.59,32.15,NA,20.52,40.49,33.88
16/05/1987,NA,16.07,NA,10.32,17.25,NA,NA,40.93,30.77,43.56,NA,14.29,36.02,27.13
17/05/1987,NA,12.67,NA,11.71,18.7,21.49,NA,36.28,21.52,38.03,NA,13.53,41,39.6
18/05/1987,NA,16.63,NA,17.45,28.13,28.92,NA,46.45,NA,NA,NA,16.87,37.86,31.89
19/05/1987,NA,21.78,NA,24.12,32.19,NA,NA,28.57,35.06,NA,NA,18.46,37.88,38.21
20/05/1987,NA,18,NA,NA,26.77,NA,NA,29.49,28.69,36.56,NA,19.35,42.6,NA
21/05/1987,NA,12.66,NA,11.15,23.58,9.29,NA,16.74,19.3,30.99,NA,16.76,47.52,42.94
22/05/1987,NA,15.78,NA,NA,21.4,NA,NA,21.46,24.13,39.5,NA,12.87,47.04,39.18
23/05/1987,NA,7.9,NA,6.69,17.44,13.03,NA,28.14,23.77,36.03,NA,9.04,38.48,38.15
24/05/1987,NA,15.83,NA,9.02,14.47,13.04,NA,22.89,16.11,NA,NA,7.4,38.94,39.51
25/05/1987,NA,15.7,NA,9.32,16.29,7.57,NA,22.8,27.72,24.89,NA,10.87,38.08,46.15
26/05/1987,NA,17.62,NA,12.77,19.83,19.02,NA,18.62,28.1,35.88,NA,6.35,36.6,43.92
27/05/1987,NA,22.22,NA,11.76,13.11,22.09,NA,53.24,27.81,31.57,NA,6.15,46.78,36.55
28/05/1987,NA,14.67,NA,12.02,12.21,22.38,NA,30.74,NA,31.46,NA,13.23,39.84,43.68
29/05/1987,NA,16.6,NA,6.1,9.7,12.15,NA,21.19,33.92,29.45,NA,11.4,50.69,37.44
30/05/1987,NA,20.58,NA,13.52,20.9,NA,NA,33.97,29.49,23.92,NA,12.86,52.47,31.44
31/05/1987,NA,18.16,NA,12.88,27.21,NA,NA,33.22,42.09,38.84,NA,13.96,NA,34.85
01/06/1987,NA,19.18,NA,16.75,33.49,NA,NA,40.23,47.38,34.59,NA,13.97,NA,36.68
02/06/1987,NA,17.5,NA,14.76,37.23,NA,NA,28.67,NA,28.53,NA,16.46,51.79,NA
03/06/1987,NA,21.98,NA,12.32,40.15,NA,NA,NA,41.8,20.72,NA,15.31,52.14,57.29
04/06/1987,NA,20.41,NA,22.4,35.67,NA,NA,20.87,39.04,39.13,NA,22.43,53.93,58.72
05/06/1987,NA,22.26,NA,25.53,27.78,NA,NA,35.6,47.9,41.21,NA,24.58,NA,55.8
06/06/1987,NA,NA,NA,25.99,27.48,NA,NA,35.47,42.2,42.97,NA,35.25,58.81,53.03
07/06/1987,NA,23.56,NA,29.45,24.86,NA,NA,44.45,52.84,43.67,NA,28.65,59.1,37.78
08/06/1987,NA,18.38,NA,23.5,24.47,NA,NA,48.21,NA,39.71,NA,23.15,NA,NA
09/06/1987,NA,23.77,NA,26.22,13.13,31.7,NA,44.2,56.65,45.59,NA,19.12,58.28,60.01
10/06/1987,NA,30.33,NA,23.48,26.44,NA,NA,39.91,53.13,37.24,NA,21.57,NA,60.83
11/06/1987,NA,25.85,NA,22.53,26.48,24.34,NA,41.43,51.12,41.48,NA,15.87,67.79,60.93
12/06/1987,NA,31.26,NA,19.11,17.2,30.74,NA,32.31,64.7,39.2,NA,27.16,NA,55.36
13/06/1987,NA,30.39,NA,NA,14.5,37.52,NA,49.19,NA,37.99,NA,21.72,30.86,42.64
14/06/1987,NA,29.75,NA,NA,22.78,36.96,NA,54.22,NA,48.16,NA,21.2,47.84,48.03
15/06/1987,NA,26.61,NA,21.84,20.64,33.06,NA,50.98,71.64,39.63,NA,17.95,48.47,37.81
16/06/1987,NA,28.89,NA,22.24,26.42,27.44,NA,44.6,53.31,40.17,NA,8.72,51.6,NA
17/06/1987,NA,23.97,NA,20.43,31.93,NA,NA,46.72,50.69,NA,NA,8.21,60.24,39.2
18/06/1987,NA,17.32,NA,24.4,32.89,27.58,NA,50.3,58.49,26.38,NA,8.34,48.68,52.85
19/06/1987,NA,16.31,NA,19.58,19.28,NA,NA,45.39,59.68,28.82,NA,NA,NA,59.04
20/06/1987,NA,16.82,NA,11.73,21.73,NA,NA,47.4,62.04,34.7,NA,NA,55.46,59.18
21/06/1987,NA,23.85,NA,9.26,NA,NA,NA,45.22,56.88,25.3,NA,8.31,60.54,58.29
22/06/1987,NA,23.54,NA,10.43,20.11,NA,NA,40.83,55.55,35.06,NA,14.8,NA,52.96
23/06/1987,NA,20.53,NA,16.65,34.7,25.31,NA,33.14,69.67,28.21,NA,12.97,68.63,51.92
24/06/1987,NA,27.06,NA,16.27,28.44,25.66,NA,47.27,NA,NA,NA,20.6,59.02,49.05
25/06/1987,NA,26.29,NA,24.63,28.99,NA,NA,48.65,58.25,15.89,NA,28.06,NA,51.07
26/06/1987,NA,28.15,NA,28.88,17.67,22.93,NA,55.11,NA,41.14,NA,22.13,53.54,50.33
27/06/1987,NA,16.81,NA,24.9,34.38,31.17,NA,53.51,56.36,35.82,NA,12.83,55.28,51.67
28/06/1987,NA,20.35,NA,20.84,37.08,NA,NA,46.26,42.5,41.09,NA,11.75,53.04,44.84
29/06/1987,NA,NA,NA,NA,24.37,32.96,NA,54.06,43.72,NA,NA,11.5,41.6,54.89
30/06/1987,NA,NA,NA,18.44,NA,26.75,NA,NA,NA,NA,NA,7.1,NA,NA
01/07/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.47,NA,8.31,NA,NA
02/07/1987,NA,20.23,NA,17.88,26.06,NA,NA,49.88,50.14,28.25,NA,8.64,58.24,44.55
03/07/1987,NA,NA,NA,17.01,36.35,NA,NA,51.28,NA,32.78,NA,8.16,NA,46.45
04/07/1987,NA,26.83,NA,10.28,41.75,31.58,NA,60.59,NA,30.87,NA,12.52,NA,48.2
05/07/1987,NA,28.47,NA,14.45,37.96,21.92,NA,56.76,NA,36.8,NA,7.38,61.22,51.93
06/07/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.49,NA,NA
07/07/1987,NA,28.68,NA,18.19,28.79,NA,NA,41.78,56.33,37.51,NA,7.68,58.83,52.88
08/07/1987,NA,26.98,NA,19.39,34.94,33.44,NA,56.32,62.67,46.53,NA,11.87,57.98,49.7
09/07/1987,NA,23.06,NA,24.7,28.51,NA,NA,51.47,64.11,47.27,NA,7.36,48.69,32.72
10/07/1987,NA,23.13,NA,23.92,NA,NA,NA,51.32,61.94,32.16,NA,11.03,64.78,45.04
11/07/1987,NA,23.79,NA,29.47,37.02,NA,NA,54,56.96,43.8,NA,16.79,15.82,52.63
12/07/1987,NA,17.9,NA,29.09,NA,26.02,NA,61.39,62.4,26.04,NA,19.48,55.06,56.54
13/07/1987,NA,26.44,NA,NA,36.61,NA,NA,63.18,64.29,27.65,NA,15.15,58.6,53.18
14/07/1987,NA,30.14,NA,NA,44.62,NA,NA,NA,NA,38.96,NA,28.09,NA,39.89
15/07/1987,NA,27.1,NA,35.31,39.49,25.64,NA,58.4,64.88,41.01,NA,29.23,NA,42.92
16/07/1987,NA,23.49,NA,28.88,40.21,NA,NA,58.1,56.96,41.46,NA,33.79,NA,38.02
17/07/1987,NA,16.94,NA,20.59,34.55,25.5,NA,63.72,41.06,50.95,NA,16.36,25.56,38.5
18/07/1987,NA,21.27,NA,27.84,45.15,30.2,NA,47.56,45.33,53.82,NA,22.8,NA,68.86
19/07/1987,NA,21.15,NA,36.07,52.89,NA,NA,63.82,55.44,34.66,NA,18.12,55.14,53.23
20/07/1987,NA,NA,NA,39.06,48.19,22.65,NA,64.08,46.08,30.79,NA,36.1,56.32,NA
21/07/1987,NA,21.57,NA,37.35,35.86,NA,NA,61.85,56.77,34.57,NA,35.78,59.73,51.46
22/07/1987,NA,22.99,NA,34.56,30.12,24.09,NA,47.72,59.76,42.96,NA,24.42,62.7,47.33
23/07/1987,NA,26.46,NA,28.58,43.77,30.88,NA,56.58,66.72,44.22,NA,13.79,NA,55.77
24/07/1987,NA,27.66,NA,29.69,38.52,28.6,NA,26.45,39.47,41.2,NA,26.59,57.8,57.83
25/07/1987,NA,12.41,NA,29,62.34,36.64,NA,57.56,NA,44.33,NA,29.94,61.76,61.06
26/07/1987,NA,25.62,NA,30.67,50.73,33.8,NA,NA,NA,53.17,NA,37.78,68.03,49.97
27/07/1987,NA,30.23,NA,39.21,61.22,44.24,NA,NA,NA,35.72,NA,35.8,56.45,38.8
28/07/1987,NA,NA,NA,NA,NA,NA,NA,NA,57.51,47.51,NA,46.96,NA,52.69
29/07/1987,NA,29.78,NA,38.07,NA,NA,NA,NA,57.91,44.1,NA,41.94,NA,53.08
30/07/1987,NA,29.03,NA,31.88,59.93,NA,NA,NA,66.35,32.55,NA,46.51,5.11,56.98
31/07/1987,NA,27.6,NA,34.68,84.15,34.31,NA,NA,55.17,19.58,NA,46.54,58.49,46.58
01/08/1987,NA,23.36,NA,29.89,NA,NA,NA,NA,40.21,35.03,NA,47.71,56.15,43.82
02/08/1987,NA,23.3,NA,31.45,58.24,NA,NA,NA,57.79,17.1,NA,38.26,49.34,45.85
03/08/1987,NA,16.17,NA,29.08,63.78,31.2,NA,NA,NA,NA,NA,41.19,37.15,NA
04/08/1987,NA,24.19,NA,30.49,57.25,35.21,NA,NA,49.78,31.93,NA,43.8,55.55,48.58
05/08/1987,NA,13.17,NA,32.02,53.92,26.26,NA,NA,52.53,14.93,NA,45.79,NA,30.49
06/08/1987,NA,29.85,NA,27.87,NA,16.29,NA,NA,47.83,40.06,NA,46.57,63.35,43.57
07/08/1987,NA,25.24,NA,32.26,51.26,31.82,NA,NA,NA,31.25,NA,42.14,52.61,44.71
08/08/1987,NA,NA,NA,33.25,58.57,30.11,NA,61.4,49.13,36.49,NA,39.28,50.37,NA
09/08/1987,NA,NA,NA,31.49,49.74,21.74,NA,59.12,54.38,31.7,NA,40.43,46.88,42.36
10/08/1987,NA,17.33,NA,36.08,52.93,NA,NA,85.12,53.84,44.52,NA,43.09,NA,37.14
11/08/1987,NA,26.35,NA,35.63,45.81,NA,NA,64.41,58.74,33.17,NA,45.27,36.59,25.43
12/08/1987,NA,23.72,NA,29.54,47.69,NA,NA,63.48,58.32,51.77,NA,39.87,38.75,38.45
13/08/1987,NA,23.39,NA,33.63,43.83,NA,NA,NA,42.67,NA,NA,27.97,45.71,41.1
14/08/1987,NA,20.17,NA,33.74,41,18.99,NA,56.18,51.94,16.11,NA,21.92,47.81,34.71
15/08/1987,NA,NA,NA,36.46,45.31,15.05,NA,56.84,48.61,29.72,NA,10.94,48.98,37.01
16/08/1987,NA,19.54,NA,NA,50.44,NA,NA,57.25,42.44,28.02,NA,16.04,60.75,35.54
17/08/1987,NA,22.04,NA,34.99,49.74,9.68,NA,57.9,50.16,31.18,NA,17.94,58.83,39.32
18/08/1987,NA,16.36,NA,33.08,59.98,19.86,NA,54.09,50.63,35.56,NA,17.91,54.06,56.76
19/08/1987,NA,22.57,NA,30.7,58.38,NA,NA,54.18,45.01,NA,NA,31.44,53.45,NA
20/08/1987,NA,22.19,NA,26.29,49.95,28.48,NA,62.27,52.58,NA,NA,40.91,NA,54.82
21/08/1987,NA,23.75,NA,27.76,52.11,NA,NA,50.05,49.01,29.02,NA,37.34,58.31,46.83
22/08/1987,NA,22.07,NA,29.89,30.9,19.33,NA,58.78,59.76,50.86,NA,36.29,63.44,40.79
23/08/1987,NA,20.68,NA,37.26,36.55,NA,NA,65.12,52.38,34.87,NA,40.72,58.26,42.63
24/08/1987,NA,18.27,NA,38.24,38.6,NA,NA,58.03,46.14,26.25,NA,39.48,48.35,46.93
25/08/1987,NA,23.96,NA,35.26,48.65,NA,NA,58.62,54.58,30.47,NA,30.67,53.54,66.84
26/08/1987,NA,14.6,NA,22.15,33.78,32.02,NA,59.66,46.53,32.2,NA,NA,54.12,46.09
27/08/1987,NA,19.71,NA,27.7,23.57,25.44,NA,60.81,61.15,44.42,NA,22.16,61.23,49.21
28/08/1987,NA,20.41,NA,29.9,NA,NA,NA,59.37,56.08,60.05,NA,21.29,59.48,46.02
29/08/1987,NA,22.25,NA,29.41,38.71,NA,NA,78.9,48.81,46.94,NA,26.55,53.02,53.35
30/08/1987,NA,26.99,NA,25,35.6,NA,NA,67.41,38.14,51.35,NA,27.29,52.83,43.39
31/08/1987,NA,26.36,NA,24.2,45.88,NA,NA,63.28,38.79,NA,NA,21.23,23.48,43.29
01/09/1987,NA,22.61,NA,23.77,50.5,NA,NA,60.36,44.83,46.19,NA,21.16,50.56,51.13
02/09/1987,NA,16.7,NA,26.67,51.24,29.91,NA,56.89,54.56,36.18,NA,21.63,49.55,44.78
03/09/1987,NA,14.32,NA,27.46,47.78,31.9,NA,61.67,46.24,31.77,NA,31.62,48.07,40.29
04/09/1987,NA,20.33,NA,33.6,54.11,29.33,NA,52.35,51.99,27.63,NA,41.85,62.35,42.22
05/09/1987,NA,16.51,NA,8.48,40.66,37.17,NA,54.43,55.84,27.86,NA,38.8,51.51,49.36
06/09/1987,NA,17.26,NA,19.08,31.28,32.15,NA,54.41,58.21,20.39,NA,27.01,58.67,53.45
07/09/1987,NA,15.46,NA,21.15,27.42,NA,NA,56.98,53.59,24.3,NA,16.72,49.02,55.76
08/09/1987,NA,7.9,NA,20.84,NA,NA,NA,NA,NA,NA,NA,14.8,51.65,57.38
09/09/1987,NA,12.97,NA,19.69,16.73,NA,NA,55.83,45.49,31.98,NA,9.58,53.18,62.55
10/09/1987,NA,17.26,NA,23.18,29.18,NA,NA,55.73,47.89,27.34,NA,11.34,64.53,62.58
11/09/1987,NA,23.87,NA,11.19,25.14,20.89,NA,54.56,53.09,28.67,NA,12.65,65.94,53.75
12/09/1987,NA,17.75,NA,20.05,32.54,NA,NA,61.38,57,22.84,NA,19.39,65.42,49.69
13/09/1987,NA,17.23,NA,19.77,39.17,53.85,NA,NA,56.55,17.1,NA,20.49,52.91,46.74
14/09/1987,NA,22.55,NA,30.15,56.24,7.88,NA,60.3,NA,8.6,NA,9.94,48.08,42.1
15/09/1987,NA,22.69,NA,24.32,34.1,29.57,NA,61.67,49.49,40.06,NA,11.2,50.48,44.77
16/09/1987,NA,21.63,NA,21.2,29.12,31.41,NA,65.97,59.7,NA,NA,13.89,53.86,47.83
17/09/1987,NA,21.57,NA,27.4,42.6,25.56,NA,58.42,62.5,NA,NA,18.98,52.21,46.97
18/09/1987,NA,22.45,NA,29.11,37.81,28.64,NA,56.47,53.72,NA,NA,24.58,43.01,47.8
19/09/1987,NA,11.89,NA,29.72,NA,29.95,NA,53.63,48.39,56.34,NA,20.64,46.84,57.86
20/09/1987,NA,14.94,NA,17.92,41.07,NA,NA,59.32,NA,36.01,NA,20.89,60.45,44.62
21/09/1987,NA,25.7,NA,30.64,41.01,32.21,NA,59.7,52.9,53.49,NA,23.47,59.45,52.47
22/09/1987,NA,25.77,NA,32.07,34.25,32.59,NA,40.91,47.45,50.58,NA,24.42,54.11,48.35
23/09/1987,NA,24.41,NA,27.4,47.87,34.23,NA,55,52.5,36.85,NA,28.28,42.1,52.26
24/09/1987,NA,23.59,NA,20.7,44.5,33.63,NA,64.36,54.08,33.03,NA,29.6,58.6,46.99
25/09/1987,NA,25.71,NA,28.58,46.06,37.76,NA,51.93,54.16,35.68,NA,23.58,56.42,53.29
26/09/1987,NA,28.28,NA,25.74,26.82,36.07,NA,62.21,59.63,44.9,NA,26.27,56.68,51.51
27/09/1987,NA,26.2,NA,25.49,42.05,35.99,NA,42.94,57.11,55.03,NA,24.26,62.73,43.64
28/09/1987,NA,25.65,NA,26.76,42.21,37.08,NA,NA,53.82,48.64,NA,24.98,61.98,NA
29/09/1987,NA,29.15,NA,30.22,36.3,25.89,NA,62.67,44.82,53.69,NA,23.13,57.85,44.14
30/09/1987,NA,28.13,NA,23.53,48.45,36.89,NA,61.14,54.38,34.1,NA,20.86,59.7,59.56
01/10/1987,NA,22.04,NA,23.34,NA,34.45,NA,55.89,50.58,21.62,NA,19.87,40.99,61.98
02/10/1987,NA,22.89,NA,19.59,44.01,34.12,NA,58.46,56.32,29.56,NA,22.95,NA,60.92
03/10/1987,NA,14.05,NA,16.77,45.92,27.73,NA,58.16,49.47,22.15,NA,13.33,30.53,53.21
04/10/1987,NA,14.03,NA,18.38,45.11,15.11,NA,33.62,47.27,28.88,NA,13.8,NA,40.89
05/10/1987,NA,18.77,NA,17.26,43.36,NA,NA,47.02,44,33.13,NA,11.99,NA,36.31
06/10/1987,NA,15.31,NA,12.8,28.11,23.77,NA,57.91,45.78,22.08,NA,10.13,42.97,36.38
07/10/1987,NA,14.31,NA,14.08,NA,NA,NA,NA,44,19.37,NA,9.95,34.27,38.59
08/10/1987,NA,10.26,NA,12.49,36.36,13.48,NA,52.56,54.07,24.84,NA,13.52,33.78,37.09
09/10/1987,NA,16.85,NA,17.66,33.97,18.61,NA,46.21,43.8,22.56,NA,18.25,41.82,31.86
10/10/1987,NA,NA,NA,26.52,37.04,13.69,NA,48.26,43.82,22.51,NA,24.28,38.37,50.43
11/10/1987,NA,NA,NA,NA,NA,13.2,NA,27.83,38.98,28.32,NA,11.88,42.43,55.84
12/10/1987,NA,16.21,NA,NA,26.14,17.69,NA,38.53,39.44,23.08,NA,20.34,50.93,41.95
13/10/1987,NA,10.83,NA,10.55,36.95,13.27,NA,33.71,41.03,19.05,NA,20.88,29.71,34.73
14/10/1987,NA,13.19,NA,17.78,32.59,13.88,NA,38.09,38.08,19.67,NA,22.86,36.11,31.76
15/10/1987,NA,11.37,NA,NA,37.28,20.33,NA,42.56,46.94,19.04,NA,13.39,38.57,28.96
16/10/1987,NA,6.02,NA,18.02,25.2,34.19,NA,32.41,45.5,21.47,NA,16.82,35.78,24.1
17/10/1987,NA,12.25,NA,22.25,25.67,23.08,NA,34.68,47.54,26.72,NA,17.13,29.88,32.47
18/10/1987,NA,13.19,NA,23.92,25.52,17.87,NA,31.46,NA,27.47,NA,14.85,37.55,35.59
19/10/1987,NA,13.41,NA,17.4,27.86,21.54,NA,38.36,39.35,23.98,NA,9.5,39.6,33.39
20/10/1987,NA,14.98,NA,17.34,25.72,24.17,NA,40.95,47.83,30.36,NA,11.6,42.01,37.2
21/10/1987,NA,NA,NA,24.02,NA,24.65,NA,39.39,45.59,38.99,NA,17.31,44.03,NA
22/10/1987,NA,17.49,NA,20.76,31.34,26.16,NA,39.85,42.71,36.82,NA,25.28,47.66,30.07
23/10/1987,NA,23.45,NA,17.83,38.28,25.96,NA,33.67,37.58,33.37,NA,NA,44.5,NA
24/10/1987,NA,16.63,NA,24.07,32.27,25.52,NA,35.67,38.94,32.63,NA,31.37,43.82,36.7
25/10/1987,NA,12.37,NA,19.53,21.03,18.99,NA,44.95,47.52,36.37,NA,22.49,44.65,43.41
26/10/1987,NA,19.82,NA,17.66,29.39,15.29,NA,39.84,40,26.91,NA,19.28,47.93,39.4
27/10/1987,NA,8.18,NA,19.38,26.97,15.66,NA,41.26,34.07,39.94,NA,20.95,39.8,29.12
28/10/1987,NA,17.9,NA,20.44,34.2,21.13,NA,44.43,34.65,27.43,NA,24.85,51.33,40.12
29/10/1987,NA,13.23,NA,20.22,35.5,19.03,NA,45.75,17.87,19.25,NA,28,29.48,25.77
30/10/1987,NA,7.2,NA,14.64,32.56,22.66,NA,NA,48.27,30.12,NA,19.6,36.86,20.88
31/10/1987,NA,9.71,NA,21.9,36.87,15.58,NA,48.88,45.88,21.41,NA,30.78,34.39,38.54
01/11/1987,NA,10.42,NA,24.71,42.53,11.94,NA,49.17,43.77,24.27,NA,26.48,34.29,38.44
02/11/1987,NA,8.6,NA,18.22,20.37,18.44,NA,46.53,45.83,22.53,NA,19.67,NA,34.02
03/11/1987,NA,15.53,NA,11.21,25.79,20.42,NA,44.93,40.56,15.16,NA,14.78,36.38,36.91
04/11/1987,NA,12.31,NA,11.29,20.2,23.86,NA,43.01,41.75,23.14,NA,8.71,40.3,36.78
05/11/1987,NA,4.13,NA,20.1,33.25,15.23,NA,43.35,38.69,26.65,NA,21.92,37.99,45.23
